GR_isbn,GR_date,GR_title,GR_rating,GR_ratings_count,GR_reviews,GR_published,GR_1_stars,GR_2_stars,GR_3_stars,GR_4_stars,GR_5_stars
9788076913615.0,2024-10-07 02:12:42,Bellanteriové by Tereza Vodvářková,4.25,4.0,2.0,"June 20, 2024",0.0,0.0,1.0,1.0,2.0
9788020033697.0,2024-10-07 02:12:45,"Republika mezi rovností, růzností a jednotou by Jan Kober",0.0,0.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,0.0
9788024289038.0,2024-10-07 02:12:50,Chalupa by Pavla Křivánková,3.43,107.0,9.0,"January 1, 2023",3.0,15.0,41.0,29.0,19.0
9788027519569.0,2024-10-07 02:12:53,Být Homérem po Joyceovi by Jiří Trávníček,4.67,3.0,1.0,"January 1, 2024",0.0,0.0,0.0,1.0,2.0
9788027907717.0,2024-10-07 02:12:55,Koniáš kontra Špork by Jiří Dobrylovský,3.5,2.0,0.0,"January 1, 2023",0.0,0.0,1.0,1.0,0.0
9788027801213.0,2024-10-07 02:12:57,"Bratrstvo krve (Bratrstvo krve, #0-4) by František Kotleta",4.63,8.0,2.0,"May 16, 2023",0.0,0.0,1.0,1.0,6.0
9788088308881.0,2024-10-07 02:13:00,"Osvěta, kultura, zábava: Kulturní domy v Československu by Michaela Janečková",0.0,0.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,0.0
9788076701021.0,2024-10-07 02:13:05,Mezi kořeny by Kateřina Audová,5.0,2.0,1.0,"October 2, 2023",0.0,0.0,0.0,0.0,2.0
9788072616008.0,2024-10-07 02:13:10,Umění neúspěchu: Jak přežít úspěchy druhých a být šťastný v nešťastné době by Josef Hynek,4.0,1.0,0.0,"March 16, 2023",0.0,0.0,0.0,1.0,0.0
9788027518043.0,2024-10-07 02:13:17,Transfer by Bianca Bellová,3.34,88.0,8.0,"January 1, 2023",0.0,9.0,46.0,27.0,6.0
9788072606122.0,2024-10-07 02:13:22,Nové příběhy Staré dámy: Tour de France a klíčové události cyklistických závodů Giro dItalia a Vuelt by Tomas Macek,0.0,0.0,0.0,"January 1, 2024",0.0,0.0,0.0,0.0,0.0
9788088461142.0,2024-10-07 02:13:27,Dům za lesem by Marie Jakoubková,0.0,0.0,0.0,"March 26, 2024",0.0,0.0,0.0,0.0,0.0
9788074135729.0,2024-10-07 02:13:35,Pište čtivě a srozumitelně: Šílení korektoři o stylistice a plain language by Dalibor Behún,5.0,6.0,2.0,"January 1, 2023",0.0,0.0,0.0,0.0,6.0
9788074927034.0,2024-10-07 02:13:39,"Mezera mezi zdí a parketama, část první by Jaromír František Fumas Palme",0.0,0.0,0.0,"January 1, 2024",0.0,0.0,0.0,0.0,0.0
9788027520459.0,2024-10-07 02:13:45,Ignis fatuus by Petra Klabouchová,4.21,202.0,38.0,"June 4, 2024",1.0,10.0,29.0,68.0,94.0
9788026451174.0,2024-10-07 02:13:50,Bestie v uniformě by Lukáš Křišťan,3.82,11.0,4.0,"February 19, 2024",0.0,0.0,4.0,5.0,2.0
9788074374005.0,2024-10-07 02:13:53,Jaromír Cejka: Traces by Jaromír Čejka,0.0,0.0,0.0,"July 16, 2024",0.0,0.0,0.0,0.0,0.0
9788024292465.0,2024-10-07 02:13:55,Holka statečná: Skutečný příběh Blanky Čílové by Daniel Polman,4.25,8.0,1.0,"September 1, 2023",0.0,0.0,1.0,4.0,3.0
9788074754685.0,2024-10-07 02:13:58,Každý má svou duhu by Libor Kotačka,0.0,0.0,0.0,"January 1, 2024",0.0,0.0,0.0,0.0,0.0
9788090876484.0,2024-10-07 02:14:02,Starý paní mají v ústech porcelán by Monika Tintěrová,3.0,2.0,0.0,"January 1, 2023",0.0,0.0,2.0,0.0,0.0
9788074434990.0,2024-10-07 02:14:06,London Calling by Krista Kašpar,3.67,6.0,0.0,"January 1, 2023",0.0,0.0,2.0,4.0,0.0
9788075212214.0,2024-10-07 02:14:08,Básně by Petr Borkovec,5.0,2.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,2.0
9788076833739.0,2024-10-07 02:14:10,Myšlenky zločince v české kotlině by Jiřina Hofmanová,3.83,12.0,2.0,"August 1, 2023",0.0,0.0,5.0,4.0,3.0
9788090916401.0,2024-10-07 02:14:21,"Vítek, křupadlo a kostižrout by Petula Bendula",0.0,0.0,0.0,"January 1, 2024",0.0,0.0,0.0,0.0,0.0
9788026452775.0,2024-10-07 02:14:23,Špilberk v pověstech by Michaela Bystrá Radvanová,0.0,0.0,0.0,"July 22, 2024",0.0,0.0,0.0,0.0,0.0
9788027151981.0,2024-10-07 02:14:26,Četi nejsou by Zdeněk Svěrák,3.5,6.0,2.0,"October 18, 2023",0.0,2.0,0.0,3.0,1.0
9788024950785.0,2024-10-07 02:14:38,Rybář Jarmil Koloušek by Dominik Landsman,4.25,4.0,1.0,"January 1, 2023",0.0,1.0,0.0,0.0,3.0
9788090873513.0,2024-10-07 02:14:45,Pražské příběhy: Ztraceným světem Starého města by Dan Hrubý,4.0,2.0,0.0,"January 1, 2023",0.0,0.0,0.0,2.0,0.0
9788076509986.0,2024-10-07 02:14:51,Pomíjivost by Tereza Marková,3.7600000000000002,38.0,9.0,"April 17, 2023",0.0,2.0,12.0,17.0,7.0
9788076290808.0,2024-10-07 02:14:58,Podzimní hvězdobraní by Luke Oscain,1.0,1.0,0.0,"November 1, 2023",1.0,0.0,0.0,0.0,0.0
9788074504389.0,2024-10-07 02:15:10,Kříž z kamene by Oldřich Selucký,0.0,0.0,0.0,"May 1, 2023",0.0,0.0,0.0,0.0,0.0
9788024953571.0,2024-10-07 02:15:11,Dálnice by Lenka Potůčková,3.26,19.0,1.0,"April 1, 2024",0.0,4.0,8.0,5.0,2.0
9788088433262.0,2024-10-07 02:15:13,Pořádek v hlavě by Martin Poliačik,4.07,141.0,15.0,"April 13, 2023",0.0,4.0,20.0,79.0,38.0
9788075640901.0,2024-10-07 02:15:17,Nahoře nad mraky září slunce vždycky by Petruška Šustrová,4.17,6.0,1.0,"January 1, 2023",0.0,1.0,0.0,2.0,3.0
9788020034571.0,2024-10-07 02:15:22,Počátky Československé republiky 3 by Jan Kober,0.0,0.0,0.0,"January 1, 2024",0.0,0.0,0.0,0.0,0.0
9788088461081.0,2024-10-07 02:17:58,Zasněžené hory by Marie Jakoubková,2.0,2.0,1.0,"January 1, 2023",1.0,0.0,1.0,0.0,0.0
9788088218128.0,2024-10-07 02:18:03,Muriel vrtá mrtvou hlavu by František Dryje,4.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,0.0
9788027913268.0,2024-10-07 02:18:08,Noc špatných polibků by Dagmar Digma Čechová,4.33,3.0,1.0,"January 1, 2024",0.0,0.0,0.0,2.0,1.0
9788027721405.0,2024-10-07 02:18:10,V hrůze a krvi zrozeni by Kevin Wulfric Scherrer,3.46,13.0,1.0,"January 25, 2023",1.0,0.0,8.0,0.0,4.0
9788076841031.0,2024-10-07 02:18:14,Bitva vzducholodí by Vlado Ríša,3.33,3.0,0.0,"August 1, 2023",0.0,0.0,2.0,1.0,0.0
9788075941336.0,2024-10-07 02:18:17,Lovci monster - Fantom by Larry Correia,4.12,105.0,21.0,"April 17, 2023",1.0,3.0,16.0,47.0,38.0
9788088635536.0,2024-10-07 02:18:24,Program Nosferatu by Miroslav Pech,4.0,15.0,3.0,"February 26, 2024",0.0,0.0,3.0,9.0,3.0
9788057046998.0,2024-10-07 02:18:26,"Tvorím, teda som: 200 hier a cvičení na rozvoj kreatívneho potenciálu by Katarína Baranová",0.0,0.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,0.0
9788088067993.0,2024-10-07 02:18:29,Sešívance: Druhý steh by Honza Vojtíšek,3.6,5.0,1.0,"January 1, 2023",0.0,0.0,2.0,3.0,0.0
9788088268789.0,2024-10-07 02:18:31,Future ON! by Bob Kartous,0.0,0.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,0.0
9788088362166.0,2024-10-07 02:18:37,"Šikmý kostel 3: románová kronika ztraceného města, léta 1945–1961 by Karin Lednická",4.69,541.0,46.0,"April 18, 2024",0.0,0.0,30.0,108.0,403.0
9788026452065.0,2024-10-07 02:18:41,Deník holky z lékárny 2 by Martina Lachnittová,4.0,2.0,0.0,"May 13, 2024",0.0,0.0,1.0,0.0,1.0
9788026511854.0,2024-10-07 02:18:42,Náměsíční vrazi by Stanislava Veselá,4.05,63.0,6.0,"January 1, 2023",1.0,4.0,12.0,20.0,26.0
9788075304957.0,2024-10-07 02:18:44,Cucat vnitřní mňau by Běla Čápová,5.0,1.0,0.0,"January 1, 2024",0.0,0.0,0.0,0.0,1.0
9788026726463.0,2024-10-07 02:18:46,Odvaha by Markéta Lukášková,4.22,339.0,34.0,"May 16, 2024",4.0,10.0,44.0,130.0,151.0
9788026724551.0,2024-10-07 02:18:49,Josefíně všichni lžou by Kateřina Pantovič,3.9,293.0,19.0,"March 28, 2023",0.0,11.0,82.0,125.0,75.0
9788074434907.0,2024-10-07 02:18:53,Křížeček na čelo by Eva Marie Růžena,3.36,11.0,1.0,"January 1, 2023",0.0,3.0,3.0,3.0,2.0
9788088372424.0,2024-10-07 02:19:02,Rodinné poklady by Pavla Trnková,4.0,2.0,1.0,"January 1, 2023",0.0,0.0,0.0,2.0,0.0
9788027518142.0,2024-10-07 02:19:08,Vážný román by Pavel Zajíc,4.0,2.0,0.0,"January 1, 2023",0.0,0.0,1.0,0.0,1.0
9788027514526.0,2024-10-07 02:21:31,Rajčaťáci a Banáni by Petr Váša,4.4,5.0,1.0,"March 24, 2023",0.0,0.0,1.0,1.0,3.0
9788072815814.0,2024-10-07 02:21:33,Na život se nečeká by Jaroslav Dušek,4.33,6.0,2.0,"January 1, 2023",0.0,0.0,1.0,2.0,3.0
9788020721839.0,2024-10-07 02:21:35,Tchyně nemá jazyk by Kateřina Rudčenková,3.47,17.0,1.0,"September 1, 2023",0.0,1.0,9.0,5.0,2.0
9788025366417.0,2024-10-07 02:21:45,Znamení Padlých by Michal Sirotek,4.0,2.0,0.0,"February 22, 2024",0.0,0.0,1.0,0.0,1.0
9788074744136.0,2024-10-07 02:21:49,"Canto ostinato: Listopad, prožitky blízké zimy by Pavel Kolmačka",3.75,4.0,1.0,"January 1, 2023",0.0,0.0,1.0,3.0,0.0
9788024286396.0,2024-10-07 02:21:55,Vlčí zázrak : příběhy ze života s vlky by Tanja Askani,5.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,1.0
9788076619616.0,2024-10-07 02:21:58,"Odkaz lidské pýchy (Odkaz lidské mysli, #3) by Radek Starý",4.13,8.0,4.0,"January 1, 2024",0.0,2.0,0.0,1.0,5.0
9788076911215.0,2024-10-07 02:22:01,Devatero hádek by Zuzana Koukalová,4.0,2.0,0.0,"September 25, 2023",0.0,0.0,0.0,2.0,0.0
9788076509993.0,2024-10-07 02:24:25,Mít čas žít by Dominika Pašková,3.0,1.0,0.0,"January 1, 2023",0.0,0.0,1.0,0.0,0.0
9788090908000.0,2024-10-07 02:24:31,Jeden o koze… Sloupky nejen o překladu by Alice Flemrová,4.4,10.0,1.0,"January 1, 2023",0.0,0.0,1.0,4.0,5.0
9788088488293.0,2024-10-07 02:24:33,Káva každé půlnoci by Theresa Black,4.16,49.0,14.0,"January 1, 2023",1.0,2.0,7.0,17.0,22.0
9788074704697.0,2024-10-07 02:24:37,Nepatrná ztráta osamělosti by Eli Beneš,4.56,128.0,10.0,"March 1, 2023",0.0,1.0,8.0,37.0,82.0
9788076374126.0,2024-10-07 02:24:43,Husité na Žižkově: Pomíjivá paměť pražské periferie by Petr Čornej,3.67,3.0,1.0,"January 1, 2023",0.0,0.0,1.0,2.0,0.0
9788076751378.0,2024-10-07 02:24:45,Jak to chodí u opic by Jan Zrzavý,4.0,2.0,0.0,"April 23, 2024",0.0,0.0,1.0,0.0,1.0
9788082450296.0,2024-10-07 02:24:46,V severnom vetre čítaš správy ďaleké. Staroegyptská ľúbostná poézia by Martin Odler,4.75,4.0,2.0,"January 1, 2023",0.0,0.0,0.0,1.0,3.0
9788011037758.0,2024-10-07 02:24:56,"Guru Kokos: o tulácích, zlodějkách a krásných cestovatelkách by Jarmil Halamíček",4.0,3.0,1.0,"January 1, 2023",0.0,0.0,1.0,1.0,1.0
9788027904709.0,2024-10-07 02:24:58,Dvojitý šach by Jan Michl,4.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,0.0
9788076018723.0,2024-10-07 02:25:03,Zapomenutá by Jiří Klečka,3.56,18.0,4.0,"October 23, 2023",0.0,2.0,6.0,8.0,2.0
9788090910102.0,2024-10-07 02:25:12,Jedna k jedný by Jakub Guman,3.2,5.0,1.0,"December 1, 2023",0.0,1.0,2.0,2.0,0.0
9788027714117.0,2024-10-07 02:25:14,Smrková Tišina by Kristýna Sládečková,3.0,15.0,3.0,"January 1, 2023",2.0,3.0,5.0,3.0,2.0
9788027910236.0,2024-10-07 02:25:22,Kdo ti píše? by Dagmar Digma Čechová,4.25,4.0,1.0,"January 1, 2023",0.0,0.0,0.0,3.0,1.0
9788027515950.0,2024-10-07 02:25:24,Hezké počasí by Radek Štěpánek,4.25,12.0,2.0,"January 1, 2023",0.0,0.0,1.0,7.0,4.0
9788027908028.0,2024-10-07 02:25:32,Čas madon by Naďa Horáková,2.88,8.0,3.0,"January 1, 2023",0.0,3.0,3.0,2.0,0.0
9788072605897.0,2024-10-07 02:25:34,Falešný knír by Karel Zeithaml,3.3,10.0,0.0,"January 1, 2024",0.0,1.0,6.0,2.0,1.0
9788024287904.0,2024-10-07 02:25:42,"Zapomenuté osudy, zločiny a tajemství 2. světové války by Martin Brabec",2.0,1.0,0.0,"January 1, 2023",0.0,1.0,0.0,0.0,0.0
9788076912854.0,2024-10-07 02:25:52,Sci-fi povídky z Jesenicka by Tomáš Neuwirth,3.5,2.0,1.0,"February 15, 2024",0.0,0.0,1.0,1.0,0.0
9788076291119.0,2024-10-07 02:26:03,Zámek v oblacích by Jan Linhart,3.0,1.0,0.0,"January 1, 2023",0.0,0.0,1.0,0.0,0.0
9788090878501.0,2024-10-07 02:26:04,Vina a trest by Veronika Martinková,3.6,5.0,1.0,"January 1, 2023",0.0,1.0,1.0,2.0,1.0
9788076900493.0,2024-10-07 02:26:07,Paní S. by Jana Guljuškina,4.0,2.0,0.0,"January 1, 2023",0.0,0.0,0.0,2.0,0.0
9788075513410.0,2024-10-07 02:26:14,Výprava za nalezením duše hvozdu by Petr Eismann,0.0,0.0,0.0,"May 15, 2024",0.0,0.0,0.0,0.0,0.0
9788020615190.0,2024-10-07 02:26:19,Klekánice by Tereza Bartošová,3.73,56.0,8.0,"January 1, 2023",1.0,4.0,17.0,21.0,13.0
9788011043728.0,2024-10-07 02:26:22,"Dotýkej se mámy, dokud je živá ... by Monika Rozárka",0.0,0.0,0.0,"May 10, 2024",0.0,0.0,0.0,0.0,0.0
9788074434914.0,2024-10-07 02:26:24,Epocha žárovky by Martin Dytko,3.0,4.0,0.0,"January 1, 2023",0.0,1.0,2.0,1.0,0.0
9788024950617.0,2024-10-07 02:26:29,Malý Gatsby a Carmen z Chodoriva by Michal Viewegh,2.0,3.0,0.0,"January 1, 2023",1.0,1.0,1.0,0.0,0.0
9788075552204.0,2024-10-07 02:26:33,30 hodin: Ověř nápad v rekordním čase a rozjeď vysněné podnikání by Dalibor Pulkert,3.67,3.0,1.0,"January 1, 2024",0.0,0.0,2.0,0.0,1.0
9788082520791.0,2024-10-07 02:26:37,Sexi a divoko by Stela Rouge,5.0,1.0,0.0,"April 1, 2024",0.0,0.0,0.0,0.0,1.0
9788025741078.0,2024-10-07 02:26:39,Rozehraný život by Lubomir Kavalek,4.0,1.0,0.0,"May 10, 2023",0.0,0.0,0.0,1.0,0.0
9788088465089.0,2024-10-07 02:26:41,Mína a náhodní kolemjdoucí by Kateřina Pantovič,4.44,9.0,1.0,"January 1, 2023",0.0,0.0,1.0,3.0,5.0
9788011032326.0,2024-10-07 02:26:44,Drátem do oka by Štěpánka Živčáková,4.5,2.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,1.0
9788090828995.0,2024-10-07 02:26:49,13! by Pavel Tomeš,3.98,43.0,4.0,"January 1, 2023",1.0,2.0,8.0,18.0,14.0
9788076508538.0,2024-10-07 02:27:00,S malou pomocí přátel by Jan Švancara,3.96,23.0,7.0,"February 13, 2023",1.0,0.0,3.0,14.0,5.0
9788090830219.0,2024-10-07 02:27:03,Přerovnáno I: příběhy přerovských strážníků by Miroslav Komínek,5.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,1.0
9788024288734.0,2024-10-07 02:27:05,Prokletí domu U Dvou růží by Jan  Bauer,0.0,0.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,0.0
9788090899001.0,2024-10-07 02:27:06,Průvodce králičí norou by Jan Tománek,0.0,0.0,0.0,"September 28, 2023",0.0,0.0,0.0,0.0,0.0
9788076111226.0,2024-10-07 02:27:10,Gazely by Patrik Hartl,3.69,546.0,31.0,"October 13, 2023",14.0,48.0,148.0,217.0,119.0
9788025742303.0,2024-10-07 02:27:16,Evropanka: Historky z Polesí by Alexej Sevruk,3.9,21.0,3.0,"January 1, 2023",0.0,2.0,3.0,11.0,5.0
9788075465214.0,2024-10-07 02:27:23,Vůně šafránu by Sarah Parsley,4.0,2.0,1.0,"February 14, 2024",0.0,0.0,0.0,2.0,0.0
9788024295732.0,2024-10-07 02:29:41,Šlechta v českých zemích: aristokracie od středověku po současnost 2. díl by Hana Kneblová,3.0,2.0,1.0,"January 1, 2024",0.0,0.0,2.0,0.0,0.0
9788027801909.0,2024-10-07 02:29:43,Srab - Masomlejnek by Honza Slívka,4.12,17.0,4.0,"May 20, 2024",0.0,0.0,4.0,7.0,6.0
9788076701724.0,2024-10-07 02:29:58,Řeka zázraků by Vladimír Kořen,4.67,3.0,1.0,"May 10, 2024",0.0,0.0,0.0,1.0,2.0
9788026725442.0,2024-10-07 02:30:01,Krutý měsíc by Jana Jašová,4.44,95.0,7.0,"November 2, 2023",0.0,1.0,6.0,38.0,50.0
9788027150397.0,2024-10-07 02:30:14,Pohádkový týden by Lucie Krystlíková,3.0,2.0,0.0,"March 1, 2024",0.0,0.0,2.0,0.0,0.0
9788075582324.0,2024-10-07 02:30:20,Jezevec Chrujda a jak přetekla trpělivost by Petr Stančík,5.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,1.0
9788076110830.0,2024-10-07 02:30:25,Kdyby by Simona Votyová,3.67,15.0,3.0,"May 9, 2023",0.0,2.0,4.0,6.0,3.0
9788024298061.0,2024-10-07 02:30:29,Útěky někam jinam by Alena Mornštajnová,3.33,3.0,0.0,"June 14, 2024",0.0,0.0,2.0,1.0,0.0
9788090920200.0,2024-10-07 02:30:35,Skrčené dny by Petr Čermáček,0.0,0.0,0.0,"January 1, 2024",0.0,0.0,0.0,0.0,0.0
9788027139927.0,2024-10-07 02:30:42,"Tanec za odpuštění (Hřiště lásky, #2) by M.K.  Hardy",4.05,86.0,18.0,"February 6, 2023",0.0,5.0,22.0,23.0,36.0
9788088483618.0,2024-10-07 02:30:46,Rozcestí osudu by Emilly Ross,4.07,14.0,5.0,"January 1, 2023",1.0,1.0,2.0,2.0,8.0
9788024292342.0,2024-10-07 02:30:51,Zvedá se vítr by Kateřina Surmanová,3.7600000000000002,127.0,19.0,"September 1, 2023",1.0,6.0,43.0,50.0,27.0
9788088433361.0,2024-10-07 02:31:00,Zemanovo finále by Zdislava Pokorná,3.71,17.0,3.0,"January 1, 2023",0.0,0.0,8.0,6.0,3.0
9788076912847.0,2024-10-07 02:31:02,V příštím životě by Monika Bittnerová,3.94,16.0,4.0,"April 22, 2024",1.0,1.0,2.0,6.0,6.0
9788024641447.0,2024-10-07 02:31:07,The Mining Towns of the Bohemian Ore Mountains by Michaela Hrubá,0.0,0.0,0.0,"January 3, 2024",0.0,0.0,0.0,0.0,0.0
9788088363385.0,2024-10-07 02:31:13,Gaslighter by Markéta Harasimová,3.0,1.0,0.0,"January 1, 2023",0.0,0.0,1.0,0.0,0.0
9788088499084.0,2024-10-07 02:31:16,Amerika ve válce: USA v letech 1961-1975/79 by Martin Kovář,4.5,2.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,1.0
9788088641018.0,2024-10-07 02:31:19,"Rád čichám ke zvířatům, která jsi vycpala ty by Luboš Svoboda",4.25,16.0,2.0,"January 1, 2023",0.0,0.0,3.0,6.0,7.0
9788027801169.0,2024-10-07 02:31:24,Hlubiny města by Kristýna Sněgoňová,3.79,47.0,14.0,"January 1, 2023",0.0,4.0,14.0,17.0,12.0
9788024651781.0,2024-10-07 02:31:29,"Baden, Kostolac, Vucedol and Vinkovci: The Late Eneolithic, Transition Period, and Early Bronze Age in the Carpathian Basin and the Western Balkans by Želimir Brnic",0.0,0.0,0.0,"January 3, 2024",0.0,0.0,0.0,0.0,0.0
9788011037062.0,2024-10-07 02:31:32,Svatá Temnota: Zelené pláště by Lenka Brabcová,4.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,0.0
9788076900554.0,2024-10-07 02:31:34,Já papír vím o stromech… by Sona Kocianova,4.67,3.0,1.0,"January 1, 2023",0.0,0.0,0.0,1.0,2.0
9788020721723.0,2024-10-07 02:31:37,Žena ve tvaru sklenice by Irena Šťastná,3.4,5.0,0.0,"January 1, 2023",0.0,1.0,2.0,1.0,1.0
9788025741306.0,2024-10-07 02:31:39,Tam uvnitř něco je by Tomáš Peřina,4.88,8.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,7.0
9788024295893.0,2024-10-07 02:31:42,Šťastně až na věky by Jana Počtová,3.85,13.0,1.0,"February 1, 2024",0.0,0.0,5.0,5.0,3.0
9788072157150.0,2024-10-07 02:31:44,Album 1958–1977 by Bohdan Holomíček,5.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,1.0
9788026724759.0,2024-10-07 02:31:47,Proti srsti by Klára Mandausová,4.0,5.0,2.0,"January 1, 2023",0.0,1.0,0.0,2.0,2.0
9788026448488.0,2024-10-07 02:31:52,Moje dcera je feťačka by Soňa Šlégrová,4.5,2.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,1.0
9788024287249.0,2024-10-07 02:31:53,Vodní meloun by Marek Otta,0.0,0.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,0.0
9788011027681.0,2024-10-07 02:31:55,Honý a já: příběh lásky by Marie Chválová,3.0,1.0,0.0,"January 1, 2023",0.0,0.0,1.0,0.0,0.0
9788075464583.0,2024-10-07 02:32:05,Osmdesátky by Josef Káďa Kadeřábek,3.5,2.0,0.0,"January 1, 2023",0.0,0.0,1.0,1.0,0.0
9788011041137.0,2024-10-07 02:32:10,Než si pro mě přijde by Monika Holemá,4.17,6.0,2.0,"January 1, 2024",0.0,0.0,1.0,3.0,2.0
9788027724376.0,2024-10-07 02:32:17,Sudetenland by Leoš Kyša,3.72,352.0,51.0,"September 27, 2023",5.0,21.0,107.0,155.0,64.0
9788025741450.0,2024-10-07 02:32:31,Volyňská rapsodie by Anna Strnadová,3.55,31.0,3.0,"January 1, 2023",0.0,1.0,14.0,14.0,2.0
9788027518111.0,2024-10-07 02:32:35,Taneční hodiny dělníků dřevařského závodu by Václav Vomáčka,0.0,0.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,0.0
9788027515929.0,2024-10-07 02:32:40,Padesátka by Lenka Kapsová,4.0,10.0,1.0,"January 1, 2023",0.0,1.0,3.0,1.0,5.0
9788075304544.0,2024-10-07 02:32:47,Domeček pro panenky by Ivan Wernisch,5.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,0.0,1.0
9788027908097.0,2024-10-07 02:32:50,Sudetský dům II by Štěpán Javůrek,4.23,129.0,8.0,"January 1, 2023",0.0,2.0,23.0,47.0,57.0
9788027515615.0,2024-10-07 02:32:52,Srpny by Jakub Stanjura,4.3,1379.0,157.0,"May 23, 2023",2.0,23.0,154.0,577.0,623.0
9788074974724.0,2024-10-07 02:33:00,Bitva u Znojma by Izabela Straková,4.0,1.0,1.0,"January 1, 2023",0.0,0.0,0.0,1.0,0.0
9788053012034.0,2024-10-07 02:33:05,Lamač by Indy Sky,4.5,2.0,1.0,"September 1, 2024",0.0,0.0,0.0,1.0,1.0
9788027150380.0,2024-10-07 02:33:11,Malé tečky světla by Zuzana Švédová,4.67,3.0,0.0,"November 20, 2023",0.0,0.0,0.0,1.0,2.0
9788020461742.0,2024-10-07 02:33:16,Kuna z Brna by Markéta Pilátová,2.88,8.0,3.0,"August 31, 2023",1.0,2.0,2.0,3.0,0.0
9788075582195.0,2024-10-07 02:33:19,Bába Bedla a dívka na hřebeni by Markéta Pilátová,4.33,3.0,0.0,"March 13, 2023",0.0,0.0,1.0,0.0,2.0
9788026725374.0,2024-10-07 02:33:22,Sukničkářky by Lucie Šilhová,4.0,4.0,1.0,"October 5, 2023",0.0,0.0,1.0,2.0,1.0
9788072225743.0,2024-10-07 02:33:25,Kriminální případy z Orlických hor 2 by Jiří Mach,4.0,3.0,0.0,"July 1, 2023",0.0,0.0,1.0,1.0,1.0
9788027517909.0,2024-10-07 02:33:35,Němé duše by Jitka Ládrová,3.12,52.0,20.0,"January 1, 2023",5.0,14.0,10.0,16.0,7.0
9788075686466.0,2024-10-07 02:33:39,Beze stopy by Eva Brykner,3.91,11.0,4.0,"January 1, 2023",0.0,0.0,4.0,4.0,3.0
9788027722372.0,2024-10-07 02:33:42,Teorie býka by Magdalena Maxová,3.67,39.0,7.0,"September 27, 2023",2.0,4.0,11.0,10.0,12.0
9788024951577.0,2024-10-07 02:33:46,Bobky a fajnový koření by Zuzana Hubeňáková,3.0,4.0,1.0,"September 1, 2023",0.0,1.0,2.0,1.0,0.0
9788027801305.0,2024-10-07 02:33:49,Spisovatel by Lucie Salová,3.22,18.0,10.0,"September 27, 2023",1.0,1.0,9.0,7.0,0.0
9788024951560.0,2024-10-07 02:33:52,Perly v botě by Jakub Kohák,0.0,0.0,0.0,"September 1, 2023",0.0,0.0,0.0,0.0,0.0
9788075886170.0,2024-10-07 02:33:58,"Zlatý pomeranč (Arkádie, #6) by Ondřej Neff",2.75,4.0,2.0,"May 7, 2024",0.0,1.0,3.0,0.0,0.0
9788011033620.0,2024-10-07 02:34:00,Radio 1: Život v éteru by Jana Kománková,4.11,9.0,2.0,"August 7, 2023",0.0,0.0,1.0,6.0,2.0
9788076911239.0,2024-10-07 02:34:04,Padlý vládce nebes by Denisa Janštová,3.86,7.0,1.0,"January 1, 2023",0.0,0.0,2.0,4.0,1.0
9788075501455.0,2024-10-07 02:34:13,Sidonie by Věra Pasiarová,4.0,1.0,0.0,"January 1, 2023",0.0,0.0,0.0,1.0,0.0
9788076618732.0,2024-10-07 02:34:17,"Pád temnoty (Arila, #4) by Radek Starý",4.23,43.0,4.0,"November 20, 2023",0.0,1.0,5.0,20.0,17.0
9788024953878.0,2024-10-07 02:34:22,Friedrich řečený Bedřich: Příběh českého skladatele by Milena Štráfeldová,4.17,6.0,0.0,"March 1, 2024",0.0,0.0,1.0,3.0,2.0
9788026446118.0,2024-10-07 02:34:29,Deníček Camille G: Spešl by Camille G,3.0,3.0,1.0,"January 1, 2023",0.0,1.0,1.0,1.0,0.0
9788090876408.0,2024-10-07 02:34:31,Otevřely se dveře by Jiří Staněk,2.0,2.0,0.0,"January 1, 2023",0.0,2.0,0.0,0.0,0.0
9788026511915.0,2024-10-07 02:34:35,Katherine by Honza Vedral,4.57,7.0,0.0,"October 19, 2023",0.0,0.0,0.0,3.0,4.0
9788074434983.0,2024-10-07 02:34:37,Na cvičišti. Bojiště by Daniel Hradecký,4.09,11.0,3.0,"January 1, 2023",0.0,0.0,3.0,4.0,4.0
