DK_isbn,DK_date,DK_titul,DK_tags,DK_Chci_si_koupit,DK_rating,DK_ratings_count,DK_Přečtených,DK_Chystám_se_číst,DK_Právě_čtených,DK_Čtenářské_výzvě,DK_Knihotéce,DK_Doporučených,DK_dalších_seznamech
9788076374041,2024-04-01 14:44:42,Láska je kurva a jiné povídky,[],5.0,67.0,9.0,16.0,12.0,1.0,4.0,4.0,,
9788088641018,2024-04-01 14:44:43,"Rád čichám ke zvířatům, která jsi vycpala ty",['česká poezie'],,84.0,5.0,6.0,6.0,,,3.0,,
9788027517459,2024-04-01 14:44:44,Nekonečný krok,[],10.0,90.0,6.0,8.0,26.0,4.0,,42.0,,2.0
9788076960008,2024-04-01 14:44:45,Jen jednou za věčnost,[],,60.0,1.0,3.0,,1.0,,3.0,,
9788090818538,2024-04-01 14:44:46,Mezitah: Chyba lávky,['komiksy'],1.0,20.0,1.0,1.0,,,1.0,2.0,,
9788075885029,2024-04-01 14:44:49,Velice dlouhé schody,"['Praha', 'detektivní a krimi romány', 'sérioví vrazi', 'české detektivky', 'zmizení lidí', 'nevyřešené případy', 'soukromý detektiv', 'Kapitán Kid']",7.0,92.0,66.0,83.0,32.0,1.0,4.0,53.0,4.0,
9788026511854,2024-04-01 14:44:53,Náměsíční vrazi,['náměsíčnost'],21.0,81.0,66.0,74.0,44.0,14.0,10.0,70.0,6.0,2.0
9788026725114,2024-04-01 14:44:54,Kafe a chlup,"['kočky', 'kavárny']",10.0,84.0,29.0,38.0,35.0,4.0,28.0,37.0,1.0,
9788026449119,2024-04-01 14:44:55,Skutečné zločiny na Plzeňsku,"['Plzeň', 'Plzeňsko', 'skutečné kriminální případy']",17.0,97.0,58.0,74.0,51.0,2.0,17.0,72.0,5.0,1.0
9788026725350,2024-04-01 14:44:57,Devátý neznámý,"['první republika, 1918-1938', 'historické detektivky', 'české detektivky']",16.0,76.0,44.0,52.0,49.0,2.0,3.0,51.0,4.0,2.0
9788026725220,2024-04-01 14:44:58,Hotel Atlantic,"['Židé', 'druhá světová válka (1939–1945)', 'útěk', 'Palestina', 'kamarádky', 'holokaust, holocaust', 'přeživší holokaustu', 'české romány']",38.0,87.0,127.0,158.0,205.0,9.0,38.0,92.0,4.0,2.0
9788026725343,2024-04-01 14:45:00,Moderní kurandera II: Nemožné lásky,[],2.0,76.0,5.0,6.0,4.0,1.0,,,,
9788027125685,2024-04-01 15:36:47,Jak vnímat stres: Průvodce pro vnitřní pohodu,['stres'],1.0,80.0,2.0,2.0,2.0,1.0,,,1.0,
9788026220138,2024-04-01 15:36:52,Trauma a disociace,"['psychické problémy', 'psychická traumata', 'duševní zdraví']",9.0,80.0,7.0,8.0,24.0,4.0,1.0,7.0,1.0,1.0
9788027135745,2024-04-01 15:37:00,Do kapsy: Stromy,[],,80.0,1.0,2.0,2.0,,,2.0,,
9788074655807,2024-04-01 15:37:03,Krétská epopej,"['ostrovy', 'Řecko', 'Kréta', 'řecké ostrovy']",2.0,100.0,3.0,6.0,4.0,1.0,1.0,2.0,1.0,
9788090880115,2024-04-01 15:22:41,Zcela legální daňové triky 2024,['rok 2024'],,80.0,1.0,1.0,,,1.0,,,
9788076940284,2024-04-01 15:22:46,Karel Klostermann a zrod Šumavy,[],1.0,100.0,2.0,2.0,2.0,1.0,,3.0,1.0,
9788074656194,2024-04-01 15:22:57,Fake news a politika klasického Řecka,[],,100.0,1.0,,1.0,,,1.0,1.0,
9788074656132,2024-04-01 15:22:58,Malý velký Koloredov,[],,100.0,1.0,1.0,,,1.0,,,
9788087572719,2024-04-01 15:23:01,Pražské ptactvo 1800–2020: Ptáci – město – příběh hrdiny,"['ptáci, ptactvo']",4.0,100.0,1.0,1.0,5.0,1.0,,1.0,,
9788025743256,2024-04-01 15:23:02,"Svatby: Tradice, zvyky a výzdoba pro svatební den",['svatba'],6.0,40.0,2.0,2.0,8.0,,,,,
9788076911673,2024-04-01 14:51:00,Radosti a strasti lidské duše,[],4.0,85.0,4.0,5.0,6.0,,,4.0,2.0,
9788027518234,2024-04-01 14:51:03,Čokoládová krev,"['česká literatura', 'spisovatelky']",69.0,84.0,62.0,66.0,240.0,27.0,14.0,82.0,11.0,4.0
9788088346272,2024-04-01 14:51:08,Začarovaná sezóna,[],6.0,88.0,5.0,6.0,9.0,,3.0,3.0,,
9788088635376,2024-04-01 14:51:10,Temné stránky,[],9.0,83.0,18.0,18.0,22.0,1.0,2.0,12.0,2.0,1.0
9788074024801,2024-04-01 14:51:11,Černá labuť,[],,40.0,1.0,1.0,,,1.0,,,
9788075885319,2024-04-01 14:51:12,Sochaři masa,"['meč a magie', 'česká fantasy', 'krev', 'temnota', 'Quentin Tarantino, 1963-', 'zabijáci', 'temná magie', 'splatterpunk', 'John Carpenter', 'akční fantasy']",19.0,93.0,30.0,38.0,23.0,1.0,2.0,48.0,,
9788087310298,2024-04-01 14:51:15,Soukromá trestní obžaloba,[],2.0,90.0,2.0,2.0,8.0,,1.0,26.0,,
9788090876859,2024-04-01 14:51:18,Dokud není konec,[],2.0,60.0,1.0,1.0,3.0,,,,,
9788087811535,2024-04-01 14:51:19,Chorály na městě,"['česká literatura', 'básně', 'verše', 'gnozeologie, epistemologie', 'volný verš', 'česká poezie']",1.0,100.0,2.0,2.0,1.0,,1.0,,1.0,
9788027722785,2024-04-01 14:51:20,Tenkrát v Texasu,[],8.0,77.0,7.0,7.0,30.0,,1.0,44.0,,2.0
9788088343677,2024-04-01 15:07:01,Svoboda projevu a po projevu,[],,0.0,1.0,1.0,,,,,,
9788020034373,2024-04-01 15:07:12,Osobnosti emigrace z území Ruské říše v meziválečném Československu,"['emigrace', 'ruská emigrace', 'politická emigrace', 'exilový kulturní život']",2.0,100.0,1.0,1.0,2.0,,,2.0,1.0,
9788076018334,2024-04-01 15:07:16,"O Vinohradech, kdysi královských",[],10.0,100.0,2.0,2.0,11.0,,,2.0,1.0,1.0
9788074135729,2024-04-01 15:07:18,Pište čtivě a srozumitelně,[],8.0,100.0,4.0,6.0,19.0,4.0,,8.0,2.0,
9788075731166,2024-04-01 15:07:22,Čechoslováci ve válečné službě vojenských sil a letectva Svobodné Francie v letech 1940,[],1.0,50.0,2.0,2.0,,,,4.0,,1.0
9788075640840,2024-04-01 15:07:26,Vokno 1,[],2.0,100.0,1.0,1.0,2.0,,,2.0,,
9788026448563,2024-04-01 15:07:36,Ženy zločinu,"['ženy', 'zločiny']",36.0,68.0,97.0,128.0,90.0,5.0,16.0,103.0,3.0,2.0
9788026448488,2024-04-01 15:07:40,Moje dcera je feťačka,"['rodina', 'pro dívky', 'feťáci, narkomani']",7.0,80.0,26.0,36.0,43.0,1.0,2.0,4.0,,
9788024952369,2024-04-01 14:48:02,Agrometal,[],1.0,40.0,1.0,2.0,2.0,,,20.0,,1.0
9788090766648,2024-04-01 14:48:03,"Chlapec, moře a hvězdy",[],,60.0,4.0,10.0,,,3.0,,1.0,
9788088437147,2024-04-01 14:48:06,Velký průšvih,[],7.0,82.0,22.0,25.0,33.0,,,50.0,1.0,1.0
9788088236207,2024-04-01 14:48:07,Baba Jaga,[],3.0,91.0,7.0,6.0,8.0,,,3.0,,1.0
9788088363385,2024-04-01 14:48:09,Gaslighter,"['pro ženy', 'manipulace (psychologie)', 'domácí násilí', 'manipulátoři', 'podle skutečných událostí']",8.0,83.0,30.0,35.0,19.0,,5.0,34.0,2.0,1.0
9788088363545,2024-04-01 14:48:11,Paní Kosočtvercová a veselý mlíkař s úsměvem jako kráva,['pro ženy'],4.0,40.0,1.0,1.0,4.0,,,,,
9788088363552,2024-04-01 14:48:12,Mňau a další podivné povídky,['české povídky'],,60.0,2.0,2.0,,,,,,
9788088363538,2024-04-01 14:48:13,Dědic trůnu,[],10.0,100.0,5.0,5.0,13.0,1.0,,29.0,2.0,2.0
9788075513175,2024-04-01 14:48:15,Deník boomera,[],1.0,40.0,3.0,6.0,3.0,,1.0,,1.0,
9788088483618,2024-04-01 14:48:16,Rozcestí osudu,"['přátelství', 'láska', 'zrada', 'tajemství', 'romantika', 'odpuštění, odpouštění']",17.0,88.0,69.0,58.0,78.0,1.0,15.0,105.0,7.0,3.0
9788087973677,2024-04-01 14:48:17,Papírový drak,"['partnerské vztahy', 'erotika', 'moc', 'rodinné vztahy', 'výchova', 'manipulace (psychologie)', 'stalking', 'nadnárodní korporace', 'partnerské rozchody']",5.0,88.0,24.0,27.0,31.0,,4.0,1.0,1.0,1.0
9788089550944,2024-04-01 14:48:18,Magus,[],,0.0,1.0,1.0,,,,1.0,,
9788075304445,2024-04-01 14:48:20,Šťastné a nejhrůzostrašnější: Třetí antologie štědrovečerních hororů,[],20.0,82.0,20.0,26.0,8.0,,1.0,18.0,3.0,4.0
9788087595312,2024-04-01 14:48:22,Sebrané veteše,[],1.0,80.0,3.0,3.0,3.0,,,1.0,,
9788074926815,2024-04-01 14:48:23,Kapesní román pro kapsáře,[],,80.0,1.0,1.0,2.0,,1.0,1.0,,
9788088378365,2024-04-01 14:48:26,Strastiplná robotí existence,[],2.0,97.0,7.0,7.0,2.0,,,3.0,2.0,1.0
9788072864133,2024-04-01 15:05:52,Překračování hranic ghetta: Proměna židovských sídelních struktur a akulturační strategie židů,"['dějiny Židů', 'osídlení']",1.0,100.0,1.0,1.0,3.0,,1.0,2.0,,
9788087302453,2024-04-01 15:05:57,"Havlíčku, Havle!","['novináři', 'čeští spisovatelé', 'Karel Havlíček Borovský']",,80.0,1.0,1.0,2.0,,,1.0,,
9788072815807,2024-04-01 15:06:04,Domácí soběstačnost,"['bylinky', 'bylinkářství', 'botanika, rostlinopis', 'bylinné léky', 'přírodní kosmetické přípravky', 'přírodní čisticí přípravky', 'soběstačnost']",,80.0,4.0,4.0,2.0,,1.0,3.0,1.0,
9788074946493,2024-04-01 15:06:14,Ze studnice informací: Příspěvek k problematice stížností v komunistickém Československu,"['komunistický režim', 'stížnosti']",2.0,60.0,1.0,1.0,2.0,,,,,
9788026446095,2024-04-01 15:30:28,Alois Rašín: Dramatický život českého politika,"['politici', 'Alois Rašín']",4.0,83.0,7.0,12.0,5.0,,,4.0,1.0,
9788076832954,2024-04-01 15:30:30,Martin Michek: O život,"['Rallye Dakar', 'motocyklový sport']",,72.0,5.0,6.0,,,,2.0,,1.0
9788076017535,2024-04-01 15:30:35,Idea nevědomí: Filosofické kořeny psychologie C. G. Junga,"['Carl Gustav Jung, 1875-1961']",4.0,84.0,5.0,6.0,12.0,,,1.0,,
9788026446279,2024-04-01 15:30:37,Vzpomínky konstruktéra lokomotivy Škoda,"['lokomotivy', 'konstruktéři', 'Škoda (podnik)']",,70.0,2.0,3.0,,,,,,
9788074074165,2024-04-01 15:30:38,Lvice na švédském trůně,"['Skandinávie', 'královny', 'Švédsko', 'panovnice']",7.0,97.0,7.0,9.0,27.0,,1.0,34.0,,2.0
9788076017528,2024-04-01 15:30:42,DoJÍT k sobě,['chůze'],5.0,70.0,4.0,7.0,24.0,2.0,,35.0,,1.0
9788026446545,2024-04-01 15:30:51,Jin jóga podle 5 elementů,[],,100.0,1.0,,1.0,,,,,
9788026445784,2024-04-01 15:30:52,Partnerská jóga,['jóga'],,90.0,2.0,1.0,1.0,,,,,
9788026446613,2024-04-01 15:30:54,Zahrady od Dany 2,[],1.0,75.0,4.0,4.0,6.0,,1.0,3.0,1.0,1.0
9788026511205,2024-04-01 15:30:55,Nebát se a mluvit,['verbální (slovní) komunikace'],3.0,76.0,5.0,7.0,9.0,,1.0,4.0,,
9788020616821,2024-04-01 14:48:27,S kapkou medu,"['Řecko', 'česká literatura', 'Kréta', 'řecké ostrovy']",16.0,73.0,15.0,16.0,25.0,,2.0,3.0,1.0,1.0
9788076661172,2024-04-01 14:48:28,Zdivočelí,[],,93.0,3.0,3.0,1.0,,,1.0,,
9788020721877,2024-04-01 14:48:29,"Tiše, aby nás neslyšel...",[],2.0,93.0,6.0,6.0,4.0,,,1.0,,
9788088406679,2024-04-01 14:48:30,Hodina dějepichu,[],15.0,81.0,14.0,19.0,25.0,9.0,4.0,20.0,1.0,
9788020619778,2024-04-01 14:48:32,Smát se nahlas,['satira'],2.0,67.0,3.0,2.0,1.0,,,1.0,,
9788076060319,2024-04-01 14:48:33,Nestalo se to také vám?,[],,40.0,1.0,2.0,1.0,,1.0,1.0,,
9788027740239,2024-04-01 14:48:34,Síla lásky,[],5.0,97.0,7.0,11.0,18.0,,,60.0,1.0,1.0
9788074333880,2024-04-01 14:48:35,Kriminální příběhy ze staré Šumavy 6,['Šumava'],,87.0,3.0,3.0,1.0,,,1.0,,
9788076661059,2024-04-01 14:48:36,Zefkovo probuzení aneb Splíny (v) budoucnosti,"['humor', 'romantika', 'humorné sci-fi', 'sci-fi']",1.0,81.0,23.0,24.0,3.0,1.0,6.0,2.0,,1.0
9788090880542,2024-04-01 14:48:38,Příběhy z Orlických hor v komiksech,"['pro děti', 'Orlické hory', 'naučné komiksy', 'historické komiksy']",,90.0,2.0,2.0,1.0,,,,,1.0
9788088411246,2024-04-01 14:48:39,Hella,"['gulagy', 'stalinismus', 'oběti komunismu', 'české romány', 'Češi v zahraničí']",16.0,77.0,6.0,9.0,58.0,4.0,1.0,4.0,1.0,2.0
9788024755403,2024-04-01 14:48:40,Nově objevené vtipy,[],,100.0,1.0,2.0,,,1.0,1.0,,
9788088467816,2024-04-01 14:48:41,Balada pro Emily,"['Jeseníky', 'podle skutečných událostí', 'Šumpersko']",43.0,82.0,131.0,166.0,200.0,15.0,29.0,90.0,8.0,4.0
9788025742532,2024-04-01 14:48:48,Můžu to doříct...?: Výběr z podcastů 2021,[],7.0,100.0,5.0,6.0,8.0,,2.0,7.0,,
9788090762671,2024-04-01 14:48:50,Moje řecká máma,[],,80.0,1.0,2.0,,,,,,
9788090906211,2024-04-01 15:17:59,Zakarpatí: České a slovenské stopy v záhadném kraji Ukrajiny,"['Ukrajina', 'Podkarpatská Rus', 'Zakarpatská Ukrajina']",2.0,60.0,1.0,2.0,,,1.0,1.0,,
9788088421047,2024-04-01 15:18:02,"Pražské hřbitovy, pohřebiště a sepulkrální památky","['Praha', 'hřbitovy', 'pohřebiště', 'pražské hřbitovy', 'sepulkrální památky']",1.0,90.0,2.0,2.0,4.0,,,1.0,1.0,
9788076767447,2024-04-01 15:18:09,Dohoda o vině a trestu,"['monografie', 'trestní právo']",,60.0,1.0,1.0,,,,,,
9788088406686,2024-04-01 15:18:10,Už budeš?,[],4.0,75.0,4.0,5.0,8.0,1.0,,1.0,,
9788088406693,2024-04-01 15:18:11,Vladimír Šmicer: Můj druhý život,[],,52.0,5.0,4.0,2.0,1.0,1.0,3.0,,
9788075885593,2024-04-01 15:18:14,Mudroprdy,"['vesmír', 'humor', 'věda', 'poznání', 'zajímavosti', 'vesmír pro děti', 'věda pro děti']",7.0,81.0,14.0,13.0,17.0,1.0,2.0,3.0,1.0,
9788088429937,2024-04-01 15:18:19,Duševní zdraví ve škole,"['škola', 'psychohygiena', 'duševní zdraví']",,40.0,1.0,1.0,,,,,,
9788027138265,2024-04-01 15:18:23,Pes v umění,['psi'],1.0,87.0,3.0,3.0,3.0,,,,,1.0
9788076911215,2024-04-01 14:45:01,Devatero hádek,"['pohádky', 'mýty a legendy', 'láska', 'humor', 'partnerské vztahy', 'psychoanalýza', 'manželství', 'rozvoj osobnosti, osobní rozvoj', 'autorské ilustrace']",2.0,76.0,5.0,6.0,,,,1.0,,
9788088067726,2024-04-01 14:45:02,Jiný kraj,"['povídky', 'hororové povídky', 'české povídky', 'česká fantastika']",19.0,83.0,45.0,48.0,35.0,1.0,6.0,47.0,3.0,3.0
9788076910997,2024-04-01 14:45:04,Transmelancholie aneb Jak Franc Bašta k lásce přišel,"['česká literatura', 'transplantace']",7.0,98.0,8.0,12.0,13.0,1.0,3.0,27.0,,1.0
9788076911208,2024-04-01 14:45:05,"Zastav se, než skočíš!","['psychická traumata', 'trauma']",6.0,60.0,7.0,8.0,15.0,,,39.0,1.0,
9788076911833,2024-04-01 14:45:06,"Láska, smutek, temnota",[],1.0,70.0,4.0,7.0,,,1.0,,,
9788076910911,2024-04-01 14:45:07,Rozchodové řízení,"['sex', 'láska', 'satira', 'humor', 'česká literatura', 'thrillery', 'romantika', 'humoristické romány', 'fiktivní deníky', 'pro dospívající mládež (young adult)']",49.0,73.0,72.0,80.0,156.0,1.0,4.0,64.0,10.0,2.0
9788076900554,2024-04-01 14:45:10,Já papír vím o stromech…,[],,100.0,4.0,4.0,2.0,,,5.0,,
9788076900592,2024-04-01 14:45:12,Obsah ticha,[],,100.0,1.0,1.0,1.0,,,2.0,,
9788027517602,2024-04-01 14:45:13,Století na vlnách,"['historie, dějiny', 'Rusko', '20. století', '20.-21. století', 'Finsko', 'NATO (Severoatlantická aliance)', 'historie a fakta', 'tygři', 'české romány']",7.0,68.0,23.0,33.0,38.0,,4.0,33.0,,
9788076900608,2024-04-01 14:45:14,Nezoufejte!,[],,60.0,1.0,4.0,1.0,,,1.0,,
9788076842052,2024-04-01 14:45:16,Koniáš & Bakly,['česká fantasy'],8.0,86.0,63.0,87.0,22.0,3.0,6.0,79.0,5.0,2.0
9788087720233,2024-04-01 14:45:17,Ricci,"['mafie', 'erotika', 'romance']",10.0,86.0,150.0,190.0,31.0,3.0,7.0,131.0,5.0,4.0
9788087720257,2024-04-01 14:45:18,Hector,['erotika'],5.0,83.0,62.0,95.0,17.0,2.0,6.0,91.0,3.0,3.0
9788020721754,2024-04-01 14:45:20,Osudy dobrého vojáka Švejka,"['první světová válka (1914–1918)', 'humor', 'zfilmováno', 'armáda', 'Rakousko-Uhersko', 'antimilitarismus', 'vojenští duchovní', 'vojáci', 'Švejk', 'pikareskní romány', 'čeští vojáci v 1. světové válce']",38.0,86.0,1372.0,2137.0,289.0,43.0,139.0,798.0,138.0,23.0
9788074434983,2024-04-01 14:45:21,Na cvičišti. Bojiště,[],5.0,89.0,11.0,13.0,5.0,1.0,,3.0,3.0,
9788027518043,2024-04-01 14:45:25,Transfer,[],18.0,68.0,70.0,88.0,75.0,3.0,17.0,41.0,4.0,
9788027724376,2024-04-01 14:45:27,Sudetenland,"['alternativní historie', 'české detektivky', 'české sci-fi', 'české romány']",101.0,73.0,497.0,626.0,333.0,43.0,161.0,257.0,15.0,10.0
9788075464774,2024-04-01 14:45:27,Než zjistíš pravdu,"['napětí', 'bohatství', 'tajemství', 'lhaní, lži', 'kamarádky', 'sousedské vztahy', 'rodinná tajemství', 'prolínání minulosti a současnosti', 'thrillery pro ženy']",14.0,79.0,72.0,79.0,86.0,2.0,5.0,89.0,2.0,2.0
9788075464798,2024-04-01 14:45:28,Můj sexy šéf,"['New York', 'česká literatura', 'matky samoživitelky, svobodné matky']",6.0,80.0,71.0,82.0,59.0,1.0,2.0,104.0,6.0,6.0
9788076339651,2024-04-01 14:45:29,Poslední Přemyslovna,[],4.0,60.0,3.0,3.0,10.0,,,36.0,,
9788090876439,2024-04-01 14:45:30,Světelné básně,[],,70.0,2.0,4.0,1.0,,,3.0,,
9788024290232,2024-04-01 14:45:32,Pláč němého boha,[],8.0,94.0,14.0,12.0,21.0,,1.0,41.0,1.0,1.0
9788090864238,2024-04-01 14:45:33,Někdy není pozdě,['humoristické romány'],,20.0,3.0,2.0,1.0,,2.0,,,
9788076900561,2024-04-01 14:45:34,Akvárium,[],1.0,70.0,2.0,3.0,,,,5.0,,
9788024952512,2024-04-01 14:45:36,Co tě nezabije,[],42.0,71.0,102.0,145.0,116.0,14.0,35.0,75.0,6.0,4.0
9788027720613,2024-04-01 14:45:38,Černobyl: Pád Atomgradu,"['Ukrajina', 'Černobyl', 'jaderné elektrárny', 'české komiksy', 'historické komiksy', 'jaderné havárie']",9.0,89.0,22.0,26.0,18.0,2.0,2.0,18.0,,
9788075513045,2024-04-01 14:45:39,Romance pod gilotinou,"['Anglie', 'historie, dějiny', '18. století', 'Francie', 'špionáž', 'dobrodružství', 'Velká francouzská revoluce (1789-1799)', 'romance', 'historické romance']",6.0,80.0,3.0,2.0,6.0,1.0,,32.0,,
9788024293783,2024-04-01 14:45:42,"Veselé Vánoce, Terezko","['antologie', 'české povídky']",14.0,71.0,50.0,62.0,42.0,4.0,11.0,62.0,,
9788024294094,2024-04-01 14:45:43,"Milost, pane prezidente",[],3.0,92.0,5.0,9.0,26.0,,,39.0,,2.0
9788088436096,2024-04-01 14:45:44,Dvě prázdná místa,['věkový rozdíl partnerů (age gap)'],6.0,80.0,46.0,46.0,10.0,,4.0,15.0,,
9788027904709,2024-04-01 14:45:46,Dvojitý šach,[],,73.0,9.0,6.0,6.0,1.0,,34.0,,
9788024952246,2024-04-01 14:45:47,Rozmarná Anglie aneb Nikdy není tak zle,"['Anglie', 'humor', 'české cestopisy', 'Češi v zahraničí']",2.0,79.0,14.0,15.0,16.0,3.0,6.0,34.0,1.0,
9788027801299,2024-04-01 14:45:49,Likvidátor,"['česká fantastika', 'postapokalyptické romány']",11.0,86.0,45.0,48.0,26.0,,12.0,53.0,2.0,1.0
9788027139712,2024-04-01 15:17:40,Po kom to slovo je aneb eponyma v medicíně,"['nemoci', 'dějiny lékařství']",1.0,80.0,1.0,1.0,3.0,,,,,
9788088030805,2024-04-01 15:17:44,Důvěrná zpráva o Janu Žižkovi z Trocnova,"['husité', 'Jan Žižka', 'fakta a mýty']",4.0,68.0,5.0,5.0,6.0,,1.0,1.0,1.0,
9788074763168,2024-04-01 15:17:49,K čemu básníci?,"['filozofie', 'poezie', 'česká poezie', 'Jan Zahradníček, 1905-1960', 'Bohuslav Reynek, 1892-1971']",,100.0,1.0,1.0,1.0,,,,,
9788074852800,2024-04-01 15:17:50,Politika pro každého,[],1.0,80.0,2.0,2.0,7.0,,,1.0,,
9788020033994,2024-04-01 15:17:53,"Fenomén Velká kotlina 2: Geodiverzita, biodiverzita, ochrana přírody",[],3.0,100.0,1.0,1.0,4.0,,,,,
9788088506133,2024-04-01 15:17:55,Hematologie v kostce,['hematologie'],,100.0,4.0,4.0,1.0,,,,1.0,
9788020461926,2024-04-01 15:11:18,Bandita pro brněnskou baladu,"['hudba', 'zpěv', 'hudební skladatelé']",1.0,82.0,12.0,15.0,6.0,1.0,4.0,6.0,,
9788026619154,2024-04-01 15:11:19,Deník mladé designérky,[],,100.0,1.0,1.0,,,2.0,,,
9788020461919,2024-04-01 15:11:20,Velký indiánský příběh: Úchvatný pohled do života domorodých Američanů,"['Indiáni', 'každodenní život']",6.0,100.0,3.0,3.0,14.0,,,3.0,1.0,
9788027070138,2024-04-01 15:11:22,Eko průvodce aneb Planetu B nemáme,"['ekologie', 'životní prostředí', 'příručky', 'recyklace']",21.0,93.0,29.0,38.0,41.0,7.0,12.0,18.0,5.0,4.0
9788076661158,2024-04-01 15:11:27,Rapovej deník Lukáše Kouřila,[],2.0,81.0,37.0,36.0,4.0,,3.0,8.0,3.0,
9788076018587,2024-04-01 15:11:29,Strach a úzkost a jak na ně,"['psychologie', 'strach', 'úzkost', 'úzkostné poruchy']",17.0,75.0,13.0,16.0,33.0,2.0,1.0,7.0,,1.0
9788027138012,2024-04-01 15:11:30,Ozubnicové a pozemní lanové dráhy Evropy,['lanovky'],1.0,90.0,2.0,2.0,1.0,,,3.0,,
9788026449409,2024-04-01 15:11:32,Amerika na mušce,"['USA (Spojené státy americké)', 'společensko-politická publicistika', 'společenské poměry']",9.0,82.0,9.0,10.0,26.0,1.0,1.0,32.0,,2.0
9788026511915,2024-04-01 15:11:33,Katherine,"['zpěváci', 'slovenská hudba']",,93.0,8.0,12.0,4.0,,2.0,6.0,,
9788026449478,2024-04-01 15:11:35,Osmdesátky!: Od Husáka k Havlovi,"['80. léta 20. století', 'populárně-naučné publikace', 'každodenní život', 'přehledy', 'autobiografické vzpomínky', 'kulturní život']",4.0,62.0,13.0,13.0,9.0,,2.0,21.0,,
9788026449379,2024-04-01 15:11:36,Očima Divišky,[],5.0,67.0,3.0,2.0,5.0,,,,,
9788027113880,2024-04-01 15:11:40,Psychologie komunikace,"['psychologie', 'verbální (slovní) komunikace', 'neverbální (mimoslovní) komunikace']",1.0,80.0,1.0,1.0,4.0,,,,,
9788072529957,2024-04-01 15:11:46,Mazal tov!,"['rituály a obřady', 'židovské tradice']",5.0,93.0,8.0,11.0,16.0,3.0,,8.0,,
9788076374027,2024-04-01 15:02:02,"Zmizelá Praha: Vesnice, usedlosti a dvory: Pravý břeh Vltavy",['Praha'],1.0,100.0,2.0,1.0,,,,2.0,,
9788070357613,2024-04-01 15:02:20,Mikuláš Medek: Nahý v trní,[],1.0,100.0,2.0,2.0,1.0,,,3.0,,
9788027138081,2024-04-01 15:02:25,Kamenictví: Tradice z pohledu dneška,"['kameny', 'řemesla', 'kameníci a kamenosochaři', 'řemeslná výroba']",2.0,90.0,2.0,2.0,3.0,,,1.0,,
9788072815784,2024-04-01 15:02:35,Moje léčivé rostliny na zahradě a kolem plotu,['léčivé rostliny'],5.0,100.0,2.0,2.0,5.0,,,1.0,,1.0
9788072605644,2024-04-01 15:02:38,"Mami, miluju","['rozhovory', 'prostituce', 'matky a dcery']",17.0,80.0,75.0,92.0,67.0,2.0,17.0,40.0,5.0,
9788025739761,2024-04-01 15:02:44,Grafologie,"['psychologie', 'grafologie']",5.0,85.0,15.0,27.0,15.0,3.0,1.0,19.0,1.0,1.0
9788028002602,2024-04-01 15:30:03,Cesta z Ruska: Ruská agrese proti Ukrajině a její důsledky,"['Rusko', 'Ukrajina', 'válka na východní Ukrajině (2014-2019)', 'válka na Ukrajině (2022 - )']",1.0,100.0,4.0,4.0,3.0,,,,,
9788027130474,2024-04-01 15:30:09,Pozorně poslouchej a hraj si,[],1.0,100.0,1.0,,,1.0,,,,
9788026445807,2024-04-01 15:30:13,Skutečné zločiny na Ostravsku,"['skutečné kriminální případy', 'Ostravsko']",30.0,88.0,81.0,100.0,63.0,3.0,13.0,93.0,1.0,1.0
9788026445814,2024-04-01 15:30:17,Skutečné zločiny po Česku,['skutečné kriminální případy'],38.0,73.0,57.0,61.0,67.0,3.0,10.0,69.0,2.0,2.0
9788020460424,2024-04-01 15:30:19,Očkování v otázkách a odpovědích,"['očkování', 'koronavirus, covid-19', 'očkování dětí']",,93.0,3.0,2.0,2.0,,,,,
9788024649757,2024-04-01 15:20:49,Novináři ve stranické linii: Řízení regionálního tisku v Československu v letech 1948–1956 na příkladu libereckého regionu,"['40.-50. léta 20. století', 'KSČ', 'Liberecko', 'tisk']",,100.0,1.0,1.0,,,,,,
9788011037154,2024-04-01 15:20:56,Budoucnost (ne)práce,['umělá inteligence'],21.0,82.0,10.0,16.0,43.0,14.0,4.0,14.0,2.0,
9788024296319,2024-04-01 15:21:01,Šampion Patrik Kincl,[],2.0,74.0,7.0,10.0,3.0,3.0,2.0,4.0,,
9788090892828,2024-04-01 15:21:02,Pokáčovo zpěvník II.,['zpěvníky'],,80.0,1.0,1.0,,,,,,
9788074762673,2024-04-01 14:59:15,Krvavá svatba,[],2.0,100.0,1.0,2.0,,,,1.0,,
9788090884205,2024-04-01 14:59:21,Hrátky se zvířátky,['poezie pro děti'],1.0,60.0,1.0,1.0,,,,,,
9788088482093,2024-04-01 14:59:23,Tvrdá data,[],,80.0,3.0,3.0,,,,3.0,1.0,
9788088482116,2024-04-01 14:59:25,Tak akorát čas jít domů,[],,60.0,1.0,1.0,1.0,,,,,
9788088482109,2024-04-01 14:59:26,Kolem klášterů Broumov a Osek,[],,80.0,1.0,2.0,,,,,,
9788027515615,2024-04-01 14:59:29,Srpny,"['partnerské vztahy', 'rodinné vztahy', 'psychologické romány', 'manipulace (psychologie)', 'psychická traumata', 'úzkost', 'léto', 'společenské romány', 'české romány', 'gaslighting (psychologie)']",96.0,84.0,585.0,736.0,418.0,9.0,123.0,120.0,32.0,11.0
