DK_isbn,DK_date,DK_titul,DK_rating,DK_ratings_count,DK_tags,DK_Právě_čtených,DK_Přečtených,DK_Čtenářské_výzvě,DK_Knihotéce,DK_Chystám_se_číst,DK_Chci_si_koupit,DK_dalších_seznamech,DK_Doporučených,DK_autorstvo,DK_vyslo
9788020461926,2024-04-07 14:08:35,Bandita pro brněnskou baladu,82.0,12.0,"['hudba', 'zpěv', 'hudební skladatelé']",1.0,15.0,4.0,6.0,6.0,1.0,,,,
9788026619154,2024-04-07 14:08:37,Deník mladé designérky,100.0,1.0,[],,1.0,2.0,,,,,,,
9788020461919,2024-04-07 14:08:38,Velký indiánský příběh: Úchvatný pohled do života domorodých Američanů,100.0,3.0,"['Indiáni', 'každodenní život']",,3.0,,3.0,14.0,6.0,,1.0,,
9788027070138,2024-04-07 14:08:39,Eko průvodce aneb Planetu B nemáme,93.0,29.0,"['ekologie', 'životní prostředí', 'příručky', 'recyklace']",7.0,38.0,12.0,18.0,41.0,21.0,4.0,5.0,,
9788076661158,2024-04-07 14:08:44,Rapovej deník Lukáše Kouřila,81.0,37.0,[],,36.0,3.0,8.0,4.0,2.0,,3.0,,
9788076018587,2024-04-07 14:08:45,Strach a úzkost a jak na ně,75.0,13.0,"['psychologie', 'strach', 'úzkost', 'úzkostné poruchy']",2.0,16.0,1.0,7.0,33.0,17.0,1.0,,,
9788027138012,2024-04-07 14:08:47,Ozubnicové a pozemní lanové dráhy Evropy,90.0,2.0,['lanovky'],,2.0,,3.0,1.0,1.0,,,,
9788026449409,2024-04-07 14:08:48,Amerika na mušce,82.0,9.0,"['USA (Spojené státy americké)', 'společensko-politická publicistika', 'společenské poměry']",1.0,10.0,1.0,32.0,26.0,9.0,2.0,,,
9788026511915,2024-04-07 14:08:49,Katherine,93.0,8.0,"['zpěváci', 'slovenská hudba']",,12.0,2.0,6.0,4.0,,,,,
9788026449478,2024-04-07 14:08:50,Osmdesátky!: Od Husáka k Havlovi,62.0,13.0,"['80. léta 20. století', 'populárně-naučné publikace', 'každodenní život', 'přehledy', 'autobiografické vzpomínky', 'kulturní život']",,13.0,2.0,21.0,9.0,4.0,,,,
9788026449379,2024-04-07 14:08:52,Očima Divišky,67.0,3.0,[],,2.0,,,5.0,5.0,,,,
9788027113880,2024-04-07 14:08:55,Psychologie komunikace,80.0,1.0,"['psychologie', 'verbální (slovní) komunikace', 'neverbální (mimoslovní) komunikace']",,1.0,,,4.0,1.0,,,,
9788072529957,2024-04-07 14:08:57,Mazal tov!,93.0,8.0,"['rituály a obřady', 'židovské tradice']",3.0,11.0,,8.0,16.0,5.0,,,,
9788072529872,2024-04-07 14:09:00,Fotbalovník: 66 nejslavnějších fotbalistů a co o nich vědět,100.0,1.0,"['sport', 'medailony osobností', 'fotbal, kopaná']",,1.0,,,,,,,,
9788026449652,2024-04-07 14:09:02,Věčná devadesátá: Proměny české společnosti po roce 1989,100.0,2.0,[],1.0,6.0,1.0,4.0,39.0,13.0,2.0,,,
9788026449782,2024-04-07 14:09:03,Vulva není vagína,87.0,21.0,"['feminismus', 'gynekologie', 'pro dívky', 'sexuální výchova']",4.0,33.0,10.0,9.0,15.0,9.0,1.0,1.0,,
9788026449812,2024-04-07 14:09:04,Lokomotivy a vlaky celého světa,100.0,1.0,"['vlaky', 'železnice', 'lokomotivy']",1.0,,,3.0,4.0,2.0,,,,
9788026449935,2024-04-07 14:09:06,Voňavé léčivé pohádky,80.0,3.0,"['pro děti', 'léčivé rostliny', 'česká literatura', 'české pohádky']",,4.0,,,2.0,,,1.0,,
9788026449997,2024-04-07 14:09:08,Ájurvéda & jóga pro ženy,87.0,3.0,['ájurvéda'],1.0,3.0,1.0,6.0,4.0,1.0,,,,
9788090870123,2024-04-07 14:09:17,To tajemství je pevný pár,83.0,41.0,"['rodina', 'rodinné vztahy']",5.0,54.0,14.0,10.0,14.0,9.0,,1.0,,
9788011030872,2024-04-07 14:09:18,Tatra 80: Tři životy slavného Schichtova kabrioletu,100.0,1.0,[],,1.0,,,,1.0,,,,
9788087344699,2024-04-07 14:09:20,Móda × Umění. Fashion paradox,100.0,1.0,[],,1.0,,1.0,1.0,,,1.0,,
9788074974724,2024-04-07 14:09:22,Bitva u Znojma,100.0,3.0,"['vojenství', 'napoleonské války', 'bitvy', 'Znojmo']",,2.0,,3.0,2.0,,,1.0,,
9788076374126,2024-04-07 14:09:29,Husité na Žižkově: Pomíjivá paměť pražské periferie,87.0,9.0,[],1.0,10.0,2.0,6.0,15.0,6.0,1.0,,,
9788026220893,2024-04-07 14:09:31,Nevědomé fantazie ve vztazích,100.0,3.0,"['partnerské vztahy', 'psychoterapie', 'psychoanalýza', 'fyzioterapie', 'milostné vztahy', 'fantazie', 'párová terapie']",1.0,3.0,,3.0,18.0,7.0,1.0,1.0,,
9788024294117,2024-04-07 14:09:32,Václav Nedomanský,83.0,6.0,['lední hokej'],2.0,10.0,,19.0,10.0,5.0,,1.0,,
9788090841536,2024-04-07 14:09:36,Vzhůru do dolů!,100.0,2.0,[],1.0,2.0,,2.0,2.0,,,,,
9788074852794,2024-04-07 14:09:38,O architektuře,100.0,1.0,[],,1.0,,1.0,1.0,1.0,,,,
9788088168676,2024-04-07 14:09:40,Micro:bit krok za krokem,80.0,1.0,"['programování', 'elektronika', 'mikrokontroléry', 'ARM (Advanced RISC Machines)', 'micro:bit']",2.0,1.0,,1.0,1.0,,,,,
9788075665126,2024-04-07 14:09:41,Blázinec je před branou: Zpověď lékaře zlomených duší,89.0,9.0,[],,11.0,3.0,2.0,17.0,2.0,,2.0,,
9788086781457,2024-04-07 14:09:51,Česká literatura v čase modernismu,100.0,1.0,"['20. století', 'česká literatura', 'literární historie, dějiny literatury', 'modernismus', 'konec 19. století']",,1.0,,,1.0,,,,,
9788088630067,2024-04-07 14:10:00,Nohavica a (jeho) naše malá válka,75.0,25.0,"['životopisy, biografie', '20.-21. století', 'hudebníci, muzikanti', 'písničkáři', 'kultura a politika', 'Jaromír Nohavica, 1953']",4.0,37.0,8.0,14.0,40.0,15.0,2.0,3.0,,
9788027135332,2024-04-07 14:10:15,Dokonalá paměť: Jak si zapamatovat úplně cokoliv,76.0,5.0,"['paměť, trénink paměti', 'rozvoj osobnosti, osobní rozvoj', 'cizí jazyky', 'metody učení']",1.0,6.0,,29.0,17.0,7.0,,,,
9788027713004,2024-04-07 14:10:18,Příběhy filmových fotografií,100.0,4.0,[],,4.0,,1.0,6.0,3.0,,,,
9788024290843,2024-04-07 14:10:19,Symbol Ludvík Svoboda,87.0,3.0,['prezidenti'],,4.0,,18.0,10.0,5.0,1.0,,,
9788088437130,2024-04-07 14:10:20,Ve stínu mříží: Proslulé případy kriminálních delikventů,100.0,1.0,"['vězení, věznice', 'vězni', 'tresty, výkon trestu']",,1.0,,1.0,6.0,10.0,1.0,,,
9788024656144,2024-04-07 14:10:35,Temná tvář české literatury: Kolotoč moderny,80.0,1.0,"['česká literatura', 'moderna', 'o české literatuře']",,1.0,,,6.0,2.0,1.0,,,
9788020034663,2024-04-07 14:10:36,Richard Wagner a jeho Židovství v hudbě,80.0,2.0,"['Židé', 'antisemitismus', 'opery a operety', 'názory a postoje', 'Richard Wagner, 1813-1883', 'židovství', 'hudební skladatelé']",,1.0,,,1.0,2.0,,,,
9788027608263,2024-04-07 14:10:43,Šaman ze země mamutů,92.0,5.0,[],,4.0,,27.0,8.0,7.0,,,,
9788076950511,2024-04-07 14:10:45,Nevyřešené záhady Egypta,100.0,1.0,"['Egypt', 'mytologie', 'záhady', 'starověký Egypt']",,1.0,,27.0,6.0,2.0,,,,
9788024294520,2024-04-07 14:10:46,Fotbalová škvára,100.0,1.0,[],1.0,3.0,,,6.0,1.0,,,,
9788024294872,2024-04-07 14:10:47,Liechtensteinové: Pevně a stále,80.0,6.0,"['Morava', 'šlechtické rody', 'Lichtenštejnové (šlechta)', 'Lednicko-valtický areál']",,4.0,,5.0,3.0,1.0,,1.0,,
9788027108398,2024-04-07 14:10:58,Manuál běžce,60.0,2.0,"['běhání, běh']",,4.0,3.0,,1.0,,,,,
9788024649634,2024-04-07 14:11:06,Ne,80.0,1.0,[],1.0,1.0,,3.0,2.0,,,,,
9788074671654,2024-04-07 14:11:07,Gutfreund,80.0,1.0,[],,1.0,,1.0,,,,,,
9788020034656,2024-04-07 14:11:09,V různosti je síla: Exilová nakladatelství Sixty,100.0,1.0,"['exil', 'nakladatelství a vydavatelství']",,1.0,1.0,1.0,5.0,2.0,,1.0,,
9788090902343,2024-04-07 14:11:22,David Pastrňák: Démon z Havířova,60.0,1.0,[],1.0,2.0,,1.0,1.0,,,1.0,,
9788090906402,2024-04-07 14:11:24,V každé chvíli jste mi vzorem,94.0,7.0,[],4.0,8.0,1.0,5.0,17.0,3.0,,1.0,,
9788024294209,2024-04-07 14:11:34,Zápisky začínajícího solárníka,80.0,1.0,['solární energie'],,1.0,,3.0,,1.0,,,,
9788027724482,2024-04-07 14:11:36,Václav Neckář: Šíleně veselý princ,92.0,10.0,[],1.0,11.0,1.0,3.0,9.0,7.0,,,,
9788076960022,2024-04-07 14:11:38,Zbraně pozemních vojsk v rusko,50.0,2.0,"['zbraně', 'vojenská technika', 'válka na Ukrajině (2022 - )']",,2.0,,1.0,1.0,1.0,,,,
9788075731210,2024-04-07 14:11:39,Velitel palubních mechaniků,80.0,1.0,"['RAF - britské Královské vojenské letectvo', '311. československá stíhací peruť RAF']",,1.0,,4.0,1.0,,2.0,,,
9788072815814,2024-04-07 14:11:48,Na život se nečeká,83.0,13.0,[],,19.0,4.0,6.0,20.0,12.0,2.0,1.0,,
9788074226786,2024-04-07 14:11:50,"Hrady doby přemyslovské I: Královské hrady, biskupská sídla, Chebsko",100.0,5.0,"['český středověk', 'hrady a zámky', 'Chebsko']",,6.0,1.0,8.0,3.0,1.0,,,,
9788076772069,2024-04-07 14:11:53,Panenka: Legenda z Ďolíčku,87.0,6.0,[],,9.0,3.0,2.0,3.0,2.0,,1.0,,
9788073766788,2024-04-07 14:11:54,Železná Sparta 130 let (1893–2023),100.0,4.0,[],1.0,4.0,,1.0,1.0,,,1.0,,
9788088244301,2024-04-07 14:11:57,Jarní tradinář: Od ledna do června,80.0,1.0,[],3.0,1.0,,3.0,4.0,1.0,,,,
9788026725862,2024-04-07 14:11:59,Umění vnímat design pro děti a rodiče,100.0,5.0,[],2.0,6.0,,1.0,13.0,3.0,,,,
9788076392014,2024-04-07 14:12:00,Makramé,80.0,1.0,"['tvorba, tvoření', 'vánoční ozdoby a dekorace']",,1.0,,1.0,1.0,1.0,,,,
9788024293592,2024-04-07 14:12:04,151+ nápadů na můj bucket list,93.0,8.0,[],,12.0,3.0,7.0,15.0,8.0,,1.0,,
9788026511908,2024-04-07 14:12:06,Mládí je v hlavě,68.0,8.0,[],,7.0,1.0,40.0,23.0,4.0,,,,
9788090779440,2024-04-07 14:12:09,Až do konce!: Politická publicistika z let 1940–1945,100.0,3.0,[],,2.0,,2.0,1.0,2.0,,1.0,,
9788026450009,2024-04-07 14:12:30,České podsvětí Josefa Klímy,83.0,24.0,"['90. léta 20. století', 'české krimi', 'organizovaný zločin', 'skutečné kriminální případy', 'podle skutečných událostí']",1.0,41.0,8.0,52.0,35.0,8.0,,,,
9788074926914,2024-04-07 14:12:35,Moudrost,100.0,2.0,['moudrost'],,2.0,,3.0,3.0,4.0,,,,
9788088433361,2024-04-07 14:12:41,Zemanovo finále,76.0,5.0,"['21. století', 'Miloš Zeman, 1944-', 'prezidenti', 'česká politika']",,6.0,1.0,9.0,9.0,7.0,,1.0,,
9788088413110,2024-04-07 14:12:45,František z Braníka,75.0,4.0,[],,5.0,1.0,2.0,1.0,,,,,
9788027518210,2024-04-07 14:12:46,Zahrada je pro radost,96.0,5.0,['zahradní architektura'],,7.0,2.0,3.0,5.0,3.0,,,,
9788076950603,2024-04-07 14:12:49,Tajemství českých a moravských Keltů,100.0,3.0,[],,2.0,,29.0,6.0,1.0,,,,
9788072852826,2024-04-07 14:12:53,Vzpomínky hlavního architekta Prahy,80.0,2.0,"['urbanismus, urbanizace']",1.0,2.0,,2.0,5.0,1.0,,,,
9788074763137,2024-04-07 14:12:55,O bolesti: Ernst Jünger – Martin Heidegger – F. J. J. Buytendijk,100.0,2.0,"['filozofie', 'filozofická antropologie', 'Martin Heidegger, 1889-1976']",,2.0,,,,,,,,
9788090663886,2024-04-07 14:13:00,Nejžhavější sen pod Sluncem,100.0,1.0,"['fyzika', 'zdroje energie']",,1.0,,2.0,2.0,1.0,,,,
9788090873513,2024-04-07 14:13:03,Pražské příběhy 4,93.0,11.0,[],2.0,14.0,5.0,22.0,8.0,8.0,1.0,1.0,,
9788075089311,2024-04-07 14:13:11,Jazyky domorodé Ameriky: Historie a současnost,100.0,1.0,['domorodé kmeny'],,1.0,,,2.0,3.0,,,,
9788026449850,2024-04-07 14:13:15,Toulání po pražcích,100.0,3.0,"['železnice', 'železniční tratě', 'železniční doprava']",,4.0,2.0,1.0,1.0,,,,,
9788088121800,2024-04-07 14:13:18,Starý Plzenec na historických pohlednicích,80.0,1.0,"['dobové, historické pohlednice', 'Starý Plzenec']",,1.0,1.0,1.0,,,,,,
9788073784966,2024-04-07 14:13:19,Science Communication: Úvod do komunikace vědy,84.0,5.0,[],1.0,5.0,,1.0,6.0,2.0,,1.0,,
9788090818323,2024-04-07 14:13:20,Kapela Premier: Kompletní příběh,80.0,1.0,[],,1.0,1.0,,1.0,,,,,
9788088268772,2024-04-07 14:13:29,Dekáda naplno: Kniha proměn české populární hudby 90. let 20. století,100.0,4.0,[],1.0,5.0,,3.0,7.0,5.0,1.0,,,
9788075731234,2024-04-07 14:13:31,Četnické pátrací stanice: Od Četnických humoresek ke skutečnosti,100.0,2.0,['četnictvo'],,2.0,,1.0,2.0,1.0,,,,
9788075731227,2024-04-07 14:13:32,Svědectví letových zápisníků,60.0,2.0,[],,2.0,,1.0,,,1.0,,,
9788088412229,2024-04-07 14:13:38,Pardubický kraj: Objektivem mezi nebem a zemí,100.0,1.0,"['fotografování', 'cestování', 'fotografie', 'fotografické publikace', 'fotografové', 'východní Čechy', 'Pardubicko', 'Pardubice', 'drony', 'letecké fotografie']",,1.0,,,,,,,,
9788070101940,2024-04-07 14:13:40,Myslet filmem / Thinking Through Film,80.0,1.0,[],,3.0,,1.0,1.0,,,,,
9788088268789,2024-04-07 14:13:41,Future ON!,33.0,3.0,[],,5.0,,,12.0,2.0,,1.0,,
9788090907706,2024-04-07 14:13:43,"Bůh je mrtev, nic není dovoleno",88.0,18.0,"['eseje', 'filozofie', 'rozhovory', 'filozofie kultury', 'západní civilizace', 'filozofická antropologie', 'myšlení', 'člověk a společnost', 'tělo']",2.0,21.0,1.0,18.0,71.0,32.0,,4.0,,
9788075640901,2024-04-07 14:13:46,Nahoře nad mraky září slunce vždycky,100.0,1.0,[],,3.0,,1.0,4.0,4.0,,1.0,,
9788076893214,2024-04-07 14:13:55,"Baseball – Malá země, velké sny",90.0,2.0,['baseball'],,3.0,1.0,1.0,3.0,,1.0,,,
9788026220657,2024-04-07 14:13:56,Skryté příčiny duševních strastí: Psychoterapie do kapsy,93.0,6.0,"['psychoterapie', 'sebepoznání, sebepoznávání', 'příručky', 'rozvoj osobnosti, osobní rozvoj', 'duševní poruchy, duševní nemoci', 'psychická bolest']",2.0,7.0,,2.0,12.0,5.0,,,,
9788027139712,2024-04-07 14:14:06,Po kom to slovo je aneb eponyma v medicíně,80.0,1.0,"['nemoci', 'dějiny lékařství']",,1.0,,,3.0,1.0,,,,
9788088030805,2024-04-07 14:14:10,Důvěrná zpráva o Janu Žižkovi z Trocnova,68.0,5.0,"['husité', 'Jan Žižka', 'fakta a mýty']",,5.0,1.0,1.0,6.0,4.0,,1.0,,
9788074763168,2024-04-07 14:14:14,K čemu básníci?,100.0,1.0,"['filozofie', 'poezie', 'česká poezie', 'Jan Zahradníček, 1905-1960', 'Bohuslav Reynek, 1892-1971']",,1.0,,,1.0,,,,,
9788074852800,2024-04-07 14:14:15,Politika pro každého,80.0,2.0,[],,2.0,1.0,1.0,7.0,1.0,,,,
9788020033994,2024-04-07 14:14:18,"Fenomén Velká kotlina 2: Geodiverzita, biodiverzita, ochrana přírody",100.0,1.0,[],,1.0,,,4.0,3.0,,,,
9788088506133,2024-04-07 14:14:19,Hematologie v kostce,100.0,4.0,['hematologie'],,4.0,,,1.0,,,1.0,,
9788090906211,2024-04-07 14:14:23,Zakarpatí: České a slovenské stopy v záhadném kraji Ukrajiny,60.0,1.0,"['Ukrajina', 'Podkarpatská Rus', 'Zakarpatská Ukrajina']",,2.0,1.0,1.0,,2.0,,,,
9788088421047,2024-04-07 14:14:25,"Pražské hřbitovy, pohřebiště a sepulkrální památky",90.0,2.0,"['Praha', 'hřbitovy', 'pohřebiště', 'pražské hřbitovy', 'sepulkrální památky']",,2.0,,1.0,4.0,1.0,,1.0,,
9788076767447,2024-04-07 14:14:31,Dohoda o vině a trestu,60.0,1.0,"['monografie', 'trestní právo']",,1.0,,,,,,,,
9788088406686,2024-04-07 14:14:32,Už budeš?,75.0,4.0,[],1.0,5.0,,2.0,9.0,5.0,,,,
9788088406693,2024-04-07 14:14:33,Vladimír Šmicer: Můj druhý život,50.0,6.0,[],1.0,5.0,1.0,3.0,2.0,,,,,
9788075885593,2024-04-07 14:14:36,Mudroprdy,81.0,15.0,"['vesmír', 'humor', 'věda', 'poznání', 'zajímavosti', 'vesmír pro děti', 'věda pro děti']",1.0,14.0,2.0,3.0,17.0,7.0,,1.0,,
9788088429937,2024-04-07 14:14:40,Duševní zdraví ve škole,40.0,1.0,"['škola', 'psychohygiena', 'duševní zdraví']",,1.0,,,,,,,,
9788027138265,2024-04-07 14:14:44,Pes v umění,87.0,3.0,['psi'],,3.0,,,3.0,1.0,1.0,,,
9788024749631,2024-04-07 14:14:45,Přírodní koupací jezírka,90.0,2.0,[],1.0,2.0,,,1.0,1.0,,,,
9788076911857,2024-04-07 14:14:53,Školákův průvodce školou aneb Proč to po nás chtějí?,47.0,3.0,[],,4.0,,1.0,11.0,3.0,,,,
9788026450528,2024-04-07 14:14:54,Roma boy,50.0,2.0,"['životopisy, biografie', 'populární hudba', 'hudebníci, muzikanti']",,2.0,,1.0,1.0,,,,,
9788076625402,2024-04-07 14:14:56,Nezapomeň: Příběhy Paměti národa,60.0,1.0,"['20. století', 'Československo', 'zločiny komunismu']",2.0,3.0,2.0,,3.0,,,,,
9788076019003,2024-04-07 14:14:58,Posvícení a hody v Čechách a na Moravě,87.0,3.0,"['tradice', 'církevní slavnosti', 'kulturní historie', 'slavnosti']",,4.0,,2.0,7.0,2.0,,,,
9788076291133,2024-04-07 14:15:16,Andělem nikdo z nás není: Blízcí Boženy Němcové a Karoliny Světlé,60.0,3.0,"['19. století', 'české dějiny', 'národní obrození', 'pátrání v minulosti', 'čeští spisovatelé', 'české osobnosti']",,3.0,1.0,1.0,7.0,3.0,,,,
9788090902305,2024-04-07 14:15:17,To mám tak ráda: Marie Rottrová,50.0,2.0,['české zpěvačky'],,3.0,1.0,,,,,,,
9788027151585,2024-04-07 14:15:19,Tajemství Karlova mostu,90.0,8.0,"['Praha', 'mosty', 'Karlův most (Praha)']",,12.0,4.0,5.0,26.0,11.0,3.0,,,
9788074926921,2024-04-07 14:15:21,25 na pamětnou,100.0,1.0,[],,3.0,1.0,1.0,1.0,,1.0,,,
9788075665157,2024-04-07 14:15:23,Advent ve starém domě,92.0,5.0,"['Vánoce', 'náboženství', 'advent', 'ženská spiritualita']",,6.0,3.0,1.0,5.0,2.0,1.0,,,
9788024294834,2024-04-07 14:15:24,Londýnské rozhlasové komentáře Františka Moravce: Mluví důstojník ministerstva národní obrany,100.0,1.0,"['druhý odboj', 'generálové']",,1.0,,,3.0,,,,,
9788020034144,2024-04-07 14:15:30,Vězeň na útěku,100.0,1.0,"['vězení, věznice', 'vězni', 'útěky z vězení']",,2.0,,3.0,16.0,8.0,1.0,,,
9788074974809,2024-04-07 14:15:32,Třebíč mystická,100.0,1.0,"['mystika', 'Třebíč']",1.0,1.0,,,,,,,,
9788074974816,2024-04-07 14:15:34,Napoleon Bonaparte,40.0,6.0,"['Napoleon Bonaparte, císař, 1769–1821', 'vojevůdci']",,6.0,,1.0,2.0,,,,,
9788088445210,2024-04-07 14:15:35,10 000 kroků,40.0,5.0,[],,5.0,1.0,,2.0,,,,,
9788088495116,2024-04-07 14:15:36,Jihlava včera a dnes III,100.0,3.0,['Jihlava'],,3.0,2.0,3.0,,,,,,
9788088395232,2024-04-07 14:15:38,Praktikum: Jóga a jógová terapie,60.0,1.0,[],,1.0,,1.0,,,,,,
9788075538857,2024-04-07 14:15:48,Žižkov,60.0,2.0,['Žižkov'],,,,,,1.0,,,,
9788090906204,2024-04-07 14:15:58,Karel,87.0,3.0,"['Karel Gott, 1939-2019']",,3.0,,3.0,3.0,1.0,,,,
9788076842502,2024-04-07 14:16:02,"Blackout: Co dělat, když nastane",100.0,1.0,"['příručky', 'blackout, výpadek proudu', 'krizové situace', 'přežití']",,1.0,,,,,,,,
9788080906559,2024-04-07 14:16:04,Zemetrasenia: Tragické výzvy v dejinách,80.0,1.0,"['přírodní katastrofy', 'zemětřesení', 'seismologie']",,1.0,,,1.0,,,,,
9788088495062,2024-04-07 14:16:07,Dačice včera a dnes I.,100.0,1.0,"['fotografie', 'fotografické publikace', 'Dačice', 'dobové, historické fotografie']",,1.0,1.0,1.0,,,,,,
9788024295145,2024-04-07 14:16:16,Muž pod ledem,90.0,2.0,"['potápění, potápěči', 'plavání', 'jezera', 'otužování', 'volné potápění (bez dýchacího přístroje)']",,2.0,1.0,1.0,1.0,1.0,,,,
9788074763304,2024-04-07 14:16:19,Signály ze vzdálené hlásky,20.0,1.0,[],,1.0,,1.0,,,,,,
9788088446057,2024-04-07 14:16:20,Nepohodlná sestra modernizace. Památková péče a vltavská kaskáda vodních děl,80.0,1.0,[],,1.0,,2.0,,,,,,
9788090830219,2024-04-07 14:16:31,Přerovnáno I: příběhy přerovských strážníků,88.0,5.0,[],2.0,7.0,2.0,2.0,,1.0,,1.0,,
9788024649757,2024-04-07 14:16:52,Novináři ve stranické linii: Řízení regionálního tisku v Československu v letech 1948–1956 na příkladu libereckého regionu,100.0,1.0,"['40.-50. léta 20. století', 'KSČ', 'Liberecko', 'tisk']",,1.0,,,,,,,,
9788011037154,2024-04-07 14:16:58,Budoucnost (ne)práce,82.0,10.0,['umělá inteligence'],14.0,17.0,4.0,14.0,45.0,21.0,,2.0,,
9788024296319,2024-04-07 14:17:02,Šampion Patrik Kincl,74.0,7.0,[],3.0,10.0,2.0,4.0,3.0,2.0,,,,
9788090892828,2024-04-07 14:17:03,Pokáčovo zpěvník II.,80.0,1.0,['zpěvníky'],,1.0,,,,,,,,
9788076480872,2024-04-07 14:17:10,Modernizace výzbroje československé branné moci ve 30. letech ve fotografii,70.0,2.0,"['30. léta 20. století', 'modernizace', 'Československá armáda']",,1.0,,2.0,,,,,,
9788027136193,2024-04-07 14:17:11,Projektový management,73.0,3.0,['management'],,4.0,2.0,8.0,3.0,3.0,,,,
9788088445234,2024-04-07 14:17:22,Země: Opožděný deník z Afghánistánu,100.0,2.0,"['Afghánistán', 'deníky', 'cestopisy', 'humanitární pomoc', 'války v Afghánistánu', 'každodenní život', 'Člověk v tísni', 'reálie', 'humanitární pracovníci', 'humanitární organizace']",,3.0,,,1.0,,,,,
9788028110390,2024-04-07 14:17:24,Žij svůj sen,60.0,3.0,[],,3.0,,,,,,,,
9788076455023,2024-04-07 14:17:25,Jazyk a ticho,100.0,3.0,"['jazykověda, lingvistika', 'mluvený projev, řeč', 'filozofie jazyka', 'jazyk a kultura']",,3.0,,6.0,5.0,4.0,,1.0,,
9788027801565,2024-04-07 14:17:26,"Přemysl Bičovský: Kanonýr, kapitán, fotbalista",100.0,2.0,[],,3.0,,,1.0,,,,,
9788024759661,2024-04-07 14:17:49,Auta v Československu 1945,100.0,2.0,"['auta, automobily']",,2.0,,4.0,,1.0,1.0,,,
9788027152438,2024-04-07 14:17:50,Daňové zákony 2024,100.0,1.0,[],,1.0,1.0,,,,,,,
9788075255976,2024-04-07 14:17:53,Sluneční soustava,100.0,2.0,['sluneční soustava'],,2.0,,1.0,,,,,,
9788024657097,2024-04-07 14:17:59,Karel IV.: Evropský císař,87.0,3.0,"['Karel IV., český král a římský císař', 'panovníci']",1.0,4.0,,3.0,5.0,5.0,1.0,1.0,,
9788074974670,2024-04-07 14:18:07,Stoletá válka 2. díl: Francouzské vítězství,96.0,10.0,"['14.-15. století', 'války', 'monografie', 'stoletá válka', 'dějiny Francie', 'vojenské dějiny', 'pozdní středověk']",,13.0,1.0,17.0,3.0,4.0,,3.0,,
9788074974526,2024-04-07 14:18:08,Stoletá válka: 1. díl – Francouzské prohry,97.0,12.0,"['14. století', 'války', 'monografie', 'stoletá válka', 'dějiny Francie', 'vojenské dějiny', 'pozdní středověk']",1.0,12.0,3.0,20.0,8.0,9.0,1.0,3.0,,
9788027150410,2024-04-07 14:18:11,Cvičení s vlastní vahou bez nářadí: 50 tréninkových sestav,90.0,2.0,[],,2.0,,,1.0,,,,,
9788011036690,2024-04-07 14:18:15,Benátky sv. Jana Nepomuckého: Průvodce památkami českého světce a historie vztahů s Prahou,100.0,1.0,[],,1.0,,,,,,,,
9788020462725,2024-04-07 14:18:17,Rodičovství jako cesta,100.0,4.0,['rodičovství'],2.0,5.0,,1.0,9.0,5.0,,,,
9788020462671,2024-04-07 14:18:20,Čemu a proč se smějeme?,80.0,6.0,[],,4.0,1.0,2.0,23.0,4.0,,,,
9788020462640,2024-04-07 14:18:21,Arytmie v otázkách a odpovědích,100.0,1.0,['kardiologie'],,3.0,1.0,,,,,,,
9788090880115,2024-04-07 14:18:36,Zcela legální daňové triky 2024,80.0,1.0,['rok 2024'],,1.0,1.0,,,,,,,
9788076940284,2024-04-07 14:18:41,Karel Klostermann a zrod Šumavy,100.0,2.0,[],2.0,2.0,,3.0,2.0,1.0,,1.0,,
9788074656194,2024-04-07 14:18:50,Fake news a politika klasického Řecka,100.0,1.0,[],,,,1.0,1.0,1.0,,1.0,,
9788074656132,2024-04-07 14:18:52,Malý velký Koloredov,100.0,1.0,[],,1.0,1.0,,,,,,,
9788087572719,2024-04-07 14:18:54,Pražské ptactvo 1800–2020: Ptáci – město – příběh hrdiny,100.0,1.0,"['ptáci, ptactvo']",1.0,1.0,,2.0,6.0,4.0,,,,
9788025743256,2024-04-07 14:18:56,"Svatby: Tradice, zvyky a výzdoba pro svatební den",40.0,3.0,['svatba'],,3.0,,,7.0,6.0,,,,
9788087259597,2024-04-07 14:18:59,Smrt umělce: Ať žijí pomocnice!,100.0,2.0,[],,3.0,1.0,2.0,5.0,2.0,,,,
9788072157150,2024-04-07 14:19:09,Album 1958,100.0,1.0,[],,1.0,,,,,,1.0,,
9788026451273,2024-04-07 14:19:13,Skutečné zločiny na Ostravsku 2,96.0,11.0,['Ostravsko'],6.0,11.0,2.0,37.0,24.0,13.0,,2.0,,
9788076019157,2024-04-07 14:19:15,Dějiny Slovenska,80.0,1.0,"['slovenské dějiny', 'dějiny slovenského území']",,1.0,,5.0,14.0,11.0,,,,
9788026221555,2024-04-07 14:19:47,Den v mateřské škole,100.0,1.0,['mateřské školy'],,1.0,,1.0,,,,,,
9788027138845,2024-04-07 14:20:00,Zármutek dětí a dospívajících,100.0,1.0,"['zármutek', 'truchlení']",,1.0,,,2.0,,,,,
9788075304780,2024-04-07 14:20:07,Dno a bezedno: Německá mystika mezi Eckhartem a Böhmem,80.0,1.0,['mystika'],,1.0,,,,3.0,,,,
9788027801619,2024-04-07 14:20:35,Milan Malý,100.0,1.0,[],,1.0,,3.0,,,2.0,1.0,,
